journal_title,publisher,issn
Alpha (Osorno),"Universidad de Los Lagos, Chile",0716-4254
Alpha (Osorno),"Universidad de Los Lagos, Chile",0718-2201
Business & Society,SAGE Publications,0007-6503
Business & Society,SAGE Publications,1552-4205
Journal of Gerontological Social Work,Informa UK Limited,0163-4372
Journal of Gerontological Social Work,Informa UK Limited,1540-4048
Probiotics and Antimicrobial Proteins,Springer Science and Business Media LLC,1867-1306
Probiotics and Antimicrobial Proteins,Springer Science and Business Media LLC,1867-1314
Universe,MDPI AG,2218-1997
Journal for Eighteenth-Century Studies,Wiley,1754-0194
Journal for Eighteenth-Century Studies,Wiley,1754-0208
Health Care for Women International,Informa UK Limited,0739-9332
Health Care for Women International,Informa UK Limited,1096-4665
European Addiction Research,S. Karger AG,1022-6877
European Addiction Research,S. Karger AG,1421-9891
Radioengineering,Brno University of Technology,1210-2512
Radioengineering,Brno University of Technology,1805-9600
OENO One,Universite de Bordeaux,2494-1271
Memory & Cognition,Springer Science and Business Media LLC,0090-502X
Memory & Cognition,Springer Science and Business Media LLC,1532-5946
Mexican Studies/Estudios Mexicanos,University of California Press,0742-9797
Mexican Studies/Estudios Mexicanos,University of California Press,1533-8320
Open Geosciences,Walter de Gruyter GmbH,2391-5447
IEEE Transactions on Reliability,Institute of Electrical and Electronics Engineers (IEEE),0018-9529
IEEE Transactions on Reliability,Institute of Electrical and Electronics Engineers (IEEE),1558-1721
Reviews in Fish Biology and Fisheries,Springer Science and Business Media LLC,0960-3166
Reviews in Fish Biology and Fisheries,Springer Science and Business Media LLC,1573-5184
Communications in Mathematical Sciences,International Press of Boston,1539-6746
Communications in Mathematical Sciences,International Press of Boston,1945-0796
Vingtième Siècle. Revue d'histoire,CAIRN,0294-1759
Vingtième Siècle. Revue d'histoire,CAIRN,1950-6678
The Journal of Cardiovascular Nursing,Ovid Technologies (Wolters Kluwer Health),0889-4655
The Journal of Cardiovascular Nursing,Ovid Technologies (Wolters Kluwer Health),1550-5049
South African Journal on Human Rights,Informa UK Limited,0258-7203
South African Journal on Human Rights,Informa UK Limited,1996-2126
Revista Española de Pedagogía,UNIR Ediciones SL,0034-9461
Revista Española de Pedagogía,UNIR Ediciones SL,2174-0909
American Journal of Clinical Dermatology,Springer Science and Business Media LLC,1175-0561
American Journal of Clinical Dermatology,Springer Science and Business Media LLC,1179-1888
Journal for the Study of the Historical Jesus,Brill,1476-8690
Journal for the Study of the Historical Jesus,Brill,1745-5197
JMIR Serious Games,JMIR Publications Inc.,2291-9279
Materiales de Construcción,Departmento de Publicaciones del CSIC,0465-2746
Materiales de Construcción,Departmento de Publicaciones del CSIC,1988-3226
Boletim do Instituto de Pesca,Boletim do Instituto de Pesca,0046-9939
Boletim do Instituto de Pesca,Boletim do Instituto de Pesca,1678-2305
CHIMIA International Journal for Chemistry,Swiss Chemical Society,0009-4293
Anthropology & Medicine,Informa UK Limited,1364-8470
Anthropology & Medicine,Informa UK Limited,1469-2910
Insects,MDPI AG,2075-4450
Business History,Informa UK Limited,0007-6791
Business History,Informa UK Limited,1743-7938
IEEE Transactions on Broadcasting,Institute of Electrical and Electronics Engineers (IEEE),0018-9316
IEEE Transactions on Broadcasting,Institute of Electrical and Electronics Engineers (IEEE),1557-9611
Organic Geochemistry,Elsevier BV,0146-6380
Organic Geochemistry,Elsevier BV,1873-5290
Review of Policy Research,Wiley,1541-132X
Review of Policy Research,Wiley,1541-1338
Journal of Sulfur Chemistry,Informa UK Limited,1741-5993
Journal of Sulfur Chemistry,Informa UK Limited,1741-6000
Advances in Applied Mathematics and Mechanics,Global Science Press,2070-0733
Advances in Applied Mathematics and Mechanics,Global Science Press,2075-1354
Journal of Management Studies,Wiley,0022-2380
Journal of Management Studies,Wiley,1467-6486
"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",Springer Science and Business Media LLC,1124-4909
"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",Springer Science and Business Media LLC,1590-1262
Zeitschrift für Historische Forschung,Duncker & Humblot GmbH,0340-0174
Zeitschrift für Historische Forschung,Duncker & Humblot GmbH,1865-5599
Computing in Science & Engineering,Institute of Electrical and Electronics Engineers (IEEE),1521-9615
Computing in Science & Engineering,Institute of Electrical and Electronics Engineers (IEEE),1558-366X
Journal of Psychoactive Drugs,Informa UK Limited,0279-1072
Journal of Psychoactive Drugs,Informa UK Limited,2159-9777
Cultural Sociology,SAGE Publications,1749-9755
Cultural Sociology,SAGE Publications,1749-9763
Nanoscale and Microscale Thermophysical Engineering,Informa UK Limited,1556-7265
Nanoscale and Microscale Thermophysical Engineering,Informa UK Limited,1556-7273
Stahlbau,Wiley,0038-9145
Stahlbau,Wiley,1437-1049
BMC Structural Biology,Springer Nature,1472-6807
IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Institute of Electrical and Electronics Engineers (IEEE),0278-0070
IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Institute of Electrical and Electronics Engineers (IEEE),1937-4151
IEEE Geoscience and Remote Sensing Magazine,Institute of Electrical and Electronics Engineers (IEEE),2168-6831
IEEE Geoscience and Remote Sensing Magazine,Institute of Electrical and Electronics Engineers (IEEE),2373-7468
IEEE Geoscience and Remote Sensing Magazine,Institute of Electrical and Electronics Engineers (IEEE),2473-2397
Brittonia,Springer Science and Business Media LLC,0007-196X
Brittonia,Springer Science and Business Media LLC,1938-436X
Nutrition Research and Practice,The Korean Nutrition Society and The Korean Society of Community Nutrition (KAMJE),1976-1457
Nutrition Research and Practice,The Korean Nutrition Society and The Korean Society of Community Nutrition (KAMJE),2005-6168
International Business Review,Elsevier BV,0969-5931
International Business Review,Elsevier BV,1873-6149
"Reaction Kinetics, Mechanisms and Catalysis",Springer Science and Business Media LLC,1878-5190
"Reaction Kinetics, Mechanisms and Catalysis",Springer Science and Business Media LLC,1878-5204
Logos: A Journal of Catholic Thought and Culture,Project Muse,1091-6687
Logos: A Journal of Catholic Thought and Culture,Project Muse,1533-791X
Policy Studies Journal,Wiley,0190-292X
Policy Studies Journal,Wiley,1541-0072
Thinking & Reasoning,Informa UK Limited,1354-6783
Thinking & Reasoning,Informa UK Limited,1464-0708
Water Resources,Pleiades Publishing Ltd,0097-8078
Water Resources,Pleiades Publishing Ltd,1608-344X
Trends in Endocrinology & Metabolism,Elsevier BV,1043-2760
Trends in Endocrinology & Metabolism,Elsevier BV,1879-3061
IET Software,Institution of Engineering and Technology (IET),1751-8806
IET Software,Institution of Engineering and Technology (IET),1751-8814
Protein Engineering Design and Selection,Oxford University Press (OUP),1741-0126
Protein Engineering Design and Selection,Oxford University Press (OUP),1741-0134
Információs Társadalom,Informacios Tarsadalom,1587-8694
Információs Társadalom,Informacios Tarsadalom,2063-4552
Journal of Biochemical and Molecular Toxicology,Wiley,1095-6670
Journal of Biochemical and Molecular Toxicology,Wiley,1099-0461
Title cs-3781,Test accounts,0746-9179
Journal of Zhejiang University-SCIENCE B,Zhejiang University Press,1673-1581
Journal of Zhejiang University-SCIENCE B,Zhejiang University Press,1862-1783
Journal of Asthma,Informa UK Limited,0277-0903
Journal of Asthma,Informa UK Limited,1532-4303
Journal of Purchasing and Supply Management,Elsevier BV,1478-4092
Journal of Purchasing and Supply Management,Elsevier BV,1873-6505
Polymer Journal,Springer Science and Business Media LLC,0032-3896
Polymer Journal,Springer Science and Business Media LLC,1349-0540
Psychiatrische Praxis,Georg Thieme Verlag KG,0303-4259
Psychiatrische Praxis,Georg Thieme Verlag KG,1439-0876
Journal of Experimental Criminology,Springer Science and Business Media LLC,1572-8315
Journal of Experimental Criminology,Springer Science and Business Media LLC,1573-3750
European Journal of Pediatric Surgery,Georg Thieme Verlag KG,0939-7248
European Journal of Pediatric Surgery,Georg Thieme Verlag KG,1439-359X
Addiction,Wiley,0965-2140
Addiction,Wiley,1360-0443
Ethics & International Affairs,Cambridge University Press (CUP),0892-6794
Ethics & International Affairs,Cambridge University Press (CUP),1747-7093
Journal of Mechanics of Materials and Structures,Mathematical Sciences Publishers,1559-3959
Journal of Mechanics of Materials and Structures,Mathematical Sciences Publishers,2157-5428
Computer Communications,Elsevier BV,0140-3664
Computer Communications,Elsevier BV,1873-703X
Clinical EEG and Neuroscience,SAGE Publications,1550-0594
Clinical EEG and Neuroscience,SAGE Publications,2169-5202
Neonatology,S. Karger AG,1661-7800
Neonatology,S. Karger AG,1661-7819
Pharmacogenetics and Genomics,Ovid Technologies (Wolters Kluwer Health),1744-6872
Pharmacogenetics and Genomics,Ovid Technologies (Wolters Kluwer Health),1744-6880
Information Systems,Elsevier BV,0306-4379
Information Systems,Elsevier BV,1873-6076
IEEE Transactions on NanoBioscience,Institute of Electrical and Electronics Engineers (IEEE),1536-1241
IEEE Transactions on NanoBioscience,Institute of Electrical and Electronics Engineers (IEEE),1558-2639
Japanese Journal of Applied Entomology and Zoology,Japanese Society of Applied Entomology & Zoology,0021-4914
Japanese Journal of Applied Entomology and Zoology,Japanese Society of Applied Entomology & Zoology,1347-6068
Genome Medicine,Springer Nature,1756-994X
Italian Journal of Zoology,Informa UK Limited,1125-0003
Italian Journal of Zoology,Informa UK Limited,1748-5851
Epileptic Disorders,John Libbey Eurotext,1294-9361
Epileptic Disorders,John Libbey Eurotext,1950-6945
Journal of Energy Engineering,American Society of Civil Engineers (ASCE),0733-9402
Journal of Energy Engineering,American Society of Civil Engineers (ASCE),1943-7897
The Anthropologist,Kamla Raj Enterprises,0972-0073
The Anthropologist,Kamla Raj Enterprises,2456-6802
Annual Review of Psychology,Annual Reviews,0066-4308
Annual Review of Psychology,Annual Reviews,1545-2085
Palynology,Informa UK Limited,0191-6122
Palynology,Informa UK Limited,1558-9188
The Ecumenical Review,Wiley,0013-0796
The Ecumenical Review,Wiley,1758-6623
The Lion and the Unicorn,Project Muse,0147-2593
The Lion and the Unicorn,Project Muse,1080-6563
Journal of the Philosophy of Sport,Informa UK Limited,0094-8705
Journal of the Philosophy of Sport,Informa UK Limited,1543-2939
Discrete Event Dynamic Systems,Springer Science and Business Media LLC,0924-6703
Discrete Event Dynamic Systems,Springer Science and Business Media LLC,1573-7594
Trace Elements and Electrolytes,Dustri-Verlgag Dr. Karl Feistle,0946-2104
Documenta Ophthalmologica,Springer Science and Business Media LLC,0012-4486
Documenta Ophthalmologica,Springer Science and Business Media LLC,1573-2622
Journal of International Economic Law,Oxford University Press (OUP),1369-3034
Journal of International Economic Law,Oxford University Press (OUP),1464-3758
Democratization,Informa UK Limited,1351-0347
Democratization,Informa UK Limited,1743-890X
The Quarterly Journal of Nuclear Medicine and Molecular Imaging,Edizioni Minerva Medica,1824-4785
The Quarterly Journal of Nuclear Medicine and Molecular Imaging,Edizioni Minerva Medica,1827-1936
The Political Quarterly,Wiley,0032-3179
The Political Quarterly,Wiley,1467-923X
Folia Microbiologica,Springer Science and Business Media LLC,0015-5632
Folia Microbiologica,Springer Science and Business Media LLC,1874-9356
Molecular Cytogenetics,Springer Nature,1755-8166
Clinical and Translational Oncology,Springer Science and Business Media LLC,1699-048X
Clinical and Translational Oncology,Springer Science and Business Media LLC,1699-3055
Clay Minerals,Mineralogical Society,0009-8558
Clay Minerals,Mineralogical Society,1471-8030
Aquatic Living Resources,EDP Sciences,0990-7440
Aquatic Living Resources,EDP Sciences,1765-2952
Journal of the American Association for Laboratory Animal Science,American Association for Laboratory Animal Science,1559-6109
Industrial Marketing Management,Elsevier BV,0019-8501
Industrial Marketing Management,Elsevier BV,1873-2062
Russian Literature,Elsevier BV,0304-3479
Russian Literature,Elsevier BV,1878-3678
Rheumatic Disease Clinics of North America,Elsevier BV,0889-857X
Rheumatic Disease Clinics of North America,Elsevier BV,1558-3163
CORROSION,NACE International,0010-9312
CORROSION,NACE International,1938-159X
Current Organic Chemistry,Bentham Science Publishers Ltd.,1385-2728
Current Organic Chemistry,Bentham Science Publishers Ltd.,1875-5348
Journal of Social Marketing,Emerald,2042-6763
Journal of Social Marketing,Emerald,2042-6771
Psychology of Women Quarterly,SAGE Publications,0361-6843
Psychology of Women Quarterly,SAGE Publications,1471-6402
Gastroenterology Research and Practice,Hindawi Limited,1687-6121
Gastroenterology Research and Practice,Hindawi Limited,1687-630X
Psychiatric Annals,"SLACK, Inc.",0048-5713
Psychiatric Annals,"SLACK, Inc.",1938-2456
IEEE Spectrum,Institute of Electrical and Electronics Engineers (IEEE),0018-9235
IEEE Spectrum,Institute of Electrical and Electronics Engineers (IEEE),1939-9340
Computational Methods and Function Theory,Springer Science and Business Media LLC,1617-9447
Computational Methods and Function Theory,Springer Science and Business Media LLC,2195-3724
Austral Entomology,Wiley,2052-174X
Austral Entomology,Wiley,2052-1758
Journal of Chinese Linguistics,Project Muse,0091-3723
Journal of Chinese Linguistics,Project Muse,2411-3484
Journal of Material Cycles and Waste Management,Springer Science and Business Media LLC,1438-4957
Journal of Material Cycles and Waste Management,Springer Science and Business Media LLC,1611-8227
International Journal of Methods in Psychiatric Research,Wiley,1049-8931
International Journal of Methods in Psychiatric Research,Wiley,1557-0657
